USGS_site,datetime,q,no3_mg_per_l,no3_gse,total_p_mg_per_l,total_p_gse,ssc_mg_per_l,ssc_gse
05595000,2019-12-13,4870.00,0.43,1.50,0.33,1.43,55.10,1.65
05595000,2019-12-14,4770.00,0.43,1.48,0.31,1.43,48.34,1.66
05595000,2019-12-15,4770.00,0.43,1.53,0.30,1.43,50.22,1.65
05595000,2019-12-16,4750.00,0.44,1.50,0.30,1.42,48.40,1.65
05595000,2019-12-17,4790.00,0.43,1.50,0.30,1.43,45.90,1.66
05595000,2019-12-18,5110.00,0.44,1.51,0.32,1.44,54.23,1.70
05595000,2019-12-19,5190.00,0.46,1.49,0.39,1.43,83.20,1.68
05595000,2019-12-20,5150.00,0.52,1.46,0.45,1.42,108.77,1.69
05595000,2019-12-21,5120.00,0.52,1.44,0.44,1.43,97.56,1.68
05595000,2019-12-22,5120.00,0.53,1.44,0.42,1.43,91.96,1.66
05595000,2019-12-23,5150.00,0.53,1.47,0.42,1.42,90.09,1.66
05595000,2019-12-24,5260.00,0.53,1.46,0.40,1.43,86.04,1.63
05595000,2019-12-25,5480.00,0.56,1.42,0.39,1.42,88.48,1.65
05595000,2019-12-26,6110.00,0.70,1.36,0.40,1.43,88.24,1.64
05595000,2019-12-27,6400.00,0.81,1.33,0.40,1.43,89.04,1.67
05595000,2019-12-28,6080.00,0.72,1.36,0.40,1.43,91.15,1.65
05595000,2019-12-29,8050.00,0.88,1.30,0.55,1.44,241.73,1.68
05595000,2019-12-30,12400.00,1.02,1.25,0.71,1.44,501.99,1.75
05595000,2019-12-31,12800.00,1.09,1.24,0.71,1.45,439.26,1.70
05595000,2020-01-01,12900.00,0.91,1.28,0.63,1.43,318.62,1.67
05595000,2020-01-02,13000.00,0.88,1.29,0.58,1.43,226.36,1.66
05595000,2020-01-03,12500.00,0.81,1.31,0.51,1.43,186.86,1.65
05595000,2020-01-04,10500.00,0.73,1.34,0.46,1.42,149.19,1.65
05595000,2020-01-05,8570.00,0.71,1.33,0.43,1.41,131.19,1.64
05595000,2020-01-06,7800.00,0.69,1.37,0.40,1.42,110.15,1.61
05595000,2020-01-07,7320.00,0.67,1.36,0.38,1.42,96.05,1.65
05595000,2020-01-08,7260.00,0.67,1.36,0.37,1.44,88.34,1.64
05595000,2020-01-09,7420.00,0.68,1.36,0.37,1.42,87.30,1.62
05595000,2020-01-10,9460.00,0.80,1.32,0.47,1.43,182.35,1.65
05595000,2020-01-11,21800.00,0.98,1.24,0.80,1.46,766.88,1.77
05595000,2020-01-12,29500.00,0.98,1.26,0.77,1.45,513.97,1.76
05595000,2020-01-13,37300.00,0.37,1.00,0.84,1.00,430.00,1.00
05595000,2020-01-14,39700.00,1.28,1.81,0.64,1.58,272.80,2.20
05595000,2020-01-15,39000.00,0.79,1.30,0.62,1.45,256.95,1.68
05595000,2020-01-16,35600.00,0.74,1.30,0.56,1.42,219.45,1.71
05595000,2020-01-17,30700.00,0.73,1.32,0.51,1.44,179.40,1.67
05595000,2020-01-18,29500.00,1.21,1.81,0.60,1.57,231.70,2.21
05595000,2020-01-19,28500.00,1.23,1.81,0.60,1.58,246.04,2.25
05595000,2020-01-20,28500.00,1.22,1.80,0.59,1.57,233.84,2.22
05595000,2020-01-21,27600.00,1.20,1.75,0.59,1.58,239.54,2.28
05595000,2020-01-22,25800.00,0.42,1.00,0.41,1.00,88.00,1.00
05595000,2020-01-23,23400.00,0.63,1.36,0.61,1.47,185.57,1.81
05595000,2020-01-24,23200.00,0.71,1.33,0.53,1.45,173.16,1.74
05595000,2020-01-25,22400.00,0.72,1.33,0.54,1.43,192.65,1.68
05595000,2020-01-26,20600.00,0.73,1.31,0.54,1.44,207.30,1.71
05595000,2020-01-27,18700.00,0.73,1.32,0.54,1.43,210.82,1.69
05595000,2020-01-28,16900.00,0.73,1.32,0.54,1.43,199.15,1.69
05595000,2020-01-29,14900.00,0.67,1.34,0.52,1.45,192.12,1.70
05595000,2020-01-30,13700.00,0.66,1.34,0.51,1.43,186.78,1.70
05595000,2020-01-31,13100.00,0.66,1.32,0.50,1.43,192.84,1.69
05595000,2020-02-01,12800.00,0.66,1.33,0.51,1.41,201.41,1.67
05595000,2020-02-02,12500.00,0.72,1.32,0.51,1.42,198.01,1.66
05595000,2020-02-03,12300.00,0.73,1.32,0.50,1.43,194.01,1.67
05595000,2020-02-04,12100.00,0.73,1.32,0.48,1.42,183.64,1.68
05595000,2020-02-05,12000.00,0.73,1.31,0.48,1.42,188.34,1.64
05595000,2020-02-06,12600.00,0.73,1.32,0.48,1.41,184.08,1.67
05595000,2020-02-07,12800.00,0.80,1.29,0.48,1.42,171.53,1.65
05595000,2020-02-08,12800.00,0.80,1.28,0.47,1.42,163.12,1.67
05595000,2020-02-09,13000.00,0.80,1.30,0.46,1.43,163.79,1.66
05595000,2020-02-10,14800.00,0.89,1.28,0.52,1.41,241.78,1.64
05595000,2020-02-11,15800.00,0.90,1.27,0.51,1.42,244.29,1.63
05595000,2020-02-12,17100.00,0.90,1.27,0.53,1.42,245.35,1.68
05595000,2020-02-13,19700.00,0.90,1.27,0.51,1.42,215.28,1.65
05595000,2020-02-14,19900.00,0.88,1.28,0.52,1.44,192.10,1.72
05595000,2020-02-15,19200.00,0.95,1.26,0.52,1.49,177.05,1.89
05595000,2020-02-16,17900.00,0.87,1.28,0.48,1.45,154.27,1.72
05595000,2020-02-17,16000.00,0.88,1.28,0.45,1.42,142.28,1.67
05595000,2020-02-18,14500.00,0.87,1.28,0.43,1.41,132.27,1.61
05595000,2020-02-19,13400.00,1.01,1.25,0.42,1.40,131.53,1.63
05595000,2020-02-20,13100.00,1.01,1.24,0.42,1.42,130.91,1.64
05595000,2020-02-21,12900.00,1.02,1.25,0.41,1.42,130.80,1.63
05595000,2020-02-22,12600.00,1.09,1.24,0.43,1.42,131.61,1.67
05595000,2020-02-23,12300.00,1.08,1.24,0.42,1.40,134.68,1.63
05595000,2020-02-24,12200.00,1.26,1.20,0.43,1.40,133.95,1.63
05595000,2020-02-25,13100.00,1.28,1.20,0.43,1.41,152.82,1.63
05595000,2020-02-26,13800.00,1.28,1.20,0.43,1.41,153.93,1.62
05595000,2020-02-27,14300.00,1.28,1.20,0.45,1.41,168.82,1.62
05595000,2020-02-28,14800.00,1.28,1.20,0.45,1.41,149.98,1.61
05595000,2020-02-29,14700.00,1.28,1.21,0.43,1.40,134.64,1.65
05595000,2020-03-01,13600.00,1.35,1.20,0.42,1.41,125.56,1.62
05595000,2020-03-02,13200.00,1.35,1.19,0.40,1.41,117.51,1.61
05595000,2020-03-03,13500.00,1.65,1.00,0.34,1.00,135.00,1.00
05595000,2020-03-04,13500.00,1.21,1.21,0.42,1.41,173.03,1.65
05595000,2020-03-05,13300.00,1.13,1.22,0.40,1.42,149.37,1.64
05595000,2020-03-06,13100.00,1.12,1.23,0.38,1.43,134.56,1.65
05595000,2020-03-07,12500.00,1.11,1.23,0.38,1.42,130.31,1.63
05595000,2020-03-08,11900.00,1.10,1.23,0.38,1.42,119.91,1.61
05595000,2020-03-09,11400.00,1.19,1.22,0.36,1.42,105.73,1.61
05595000,2020-03-10,11400.00,1.19,1.21,0.35,1.42,109.56,1.63
05595000,2020-03-11,11900.00,1.30,1.20,0.37,1.42,125.44,1.62
05595000,2020-03-12,12000.00,1.23,1.21,0.42,1.43,200.89,1.63
05595000,2020-03-13,13700.00,1.08,1.23,0.45,1.42,256.98,1.66
05595000,2020-03-14,13900.00,1.09,1.23,0.45,1.42,245.05,1.63
05595000,2020-03-15,14500.00,1.15,1.22,0.45,1.42,228.83,1.61
05595000,2020-03-16,14000.00,1.21,1.21,0.42,1.40,171.13,1.62
05595000,2020-03-17,13200.00,1.29,1.20,0.40,1.42,130.42,1.58
05595000,2020-03-18,12500.00,1.36,1.19,0.36,1.42,96.01,1.63
05595000,2020-03-19,13800.00,1.42,1.00,0.31,1.00,230.00,1.00
05595000,2020-03-20,16600.00,1.11,1.21,0.50,1.42,323.92,1.66
05595000,2020-03-21,18600.00,1.04,1.22,0.51,1.43,324.28,1.68
05595000,2020-03-22,18800.00,0.94,1.25,0.50,1.43,260.34,1.62
05595000,2020-03-23,19900.00,0.99,1.26,0.46,1.42,204.25,1.63
05595000,2020-03-24,19600.00,1.05,1.23,0.43,1.42,158.08,1.61
05595000,2020-03-25,19400.00,1.11,1.23,0.40,1.41,132.69,1.64
05595000,2020-03-26,17900.00,1.28,1.20,0.37,1.40,103.12,1.63
05595000,2020-03-27,15600.00,1.35,1.19,0.34,1.41,87.21,1.64
05595000,2020-03-28,13300.00,1.35,1.19,0.34,1.42,75.12,1.64
05595000,2020-03-29,12300.00,1.27,1.20,0.36,1.42,96.27,1.66
05595000,2020-03-30,10800.00,1.12,1.23,0.42,1.43,152.40,1.68
05595000,2020-03-31,9160.00,1.19,1.21,0.36,1.43,102.25,1.62
05595000,2020-04-01,8030.00,1.18,1.22,0.36,1.42,91.99,1.66
05595000,2020-04-02,7450.00,1.33,1.20,0.33,1.42,71.35,1.65
05595000,2020-04-03,7170.00,1.32,1.20,0.32,1.42,65.56,1.64
05595000,2020-04-04,7070.00,1.39,1.19,0.31,1.42,59.32,1.69
05595000,2020-04-05,7510.00,1.30,1.20,0.32,1.43,60.51,1.67
05595000,2020-04-06,7960.00,1.29,1.21,0.33,1.43,62.69,1.67
05595000,2020-04-07,8220.00,1.29,1.20,0.34,1.44,66.25,1.67
05595000,2020-04-08,8270.00,1.30,1.21,0.33,1.43,68.10,1.66
05595000,2020-04-09,8120.00,1.21,1.22,0.33,1.42,68.43,1.68
05595000,2020-04-10,7290.00,1.11,1.24,0.31,1.43,62.22,1.68
05595000,2020-04-11,6220.00,1.10,1.24,0.32,1.44,61.86,1.67
05595000,2020-04-12,5280.00,1.12,1.25,0.29,1.42,56.11,1.67
05595000,2020-04-13,4640.00,1.12,1.23,0.29,1.44,55.50,1.66
05595000,2020-04-14,3680.00,1.00,1.27,0.29,1.44,56.48,1.67
05595000,2020-04-15,3210.00,0.98,1.28,0.29,1.44,57.05,1.69
05595000,2020-04-16,2550.00,0.89,1.31,0.29,1.44,56.37,1.67
05595000,2020-04-17,2030.00,0.89,1.31,0.28,1.44,52.75,1.71
05595000,2020-04-18,1950.00,0.90,1.30,0.27,1.43,50.65,1.64
05595000,2020-04-19,1810.00,0.88,1.31,0.29,1.44,55.54,1.68
05595000,2020-04-20,1800.00,0.81,1.33,0.26,1.43,50.13,1.66
05595000,2020-04-21,1560.00,0.69,1.38,0.28,1.45,51.94,1.71
05595000,2020-04-22,1450.00,0.60,1.43,0.29,1.45,52.33,1.73
05595000,2020-04-23,1960.00,0.78,1.35,0.31,1.45,55.91,1.71
05595000,2020-04-24,2350.00,1.19,1.22,0.37,1.43,96.00,1.66
05595000,2020-04-25,2670.00,1.30,1.21,0.35,1.40,80.54,1.64
05595000,2020-04-26,7710.00,1.89,1.14,0.48,1.41,177.42,1.63
05595000,2020-04-27,9490.00,2.93,1.09,0.56,1.41,219.24,1.57
05595000,2020-04-28,9980.00,3.29,1.08,0.55,1.40,187.50,1.64
05595000,2020-04-29,13700.00,2.75,1.09,0.60,1.41,310.78,1.62
05595000,2020-04-30,16800.00,2.57,1.10,0.57,1.40,282.73,1.65
05595000,2020-05-01,15300.00,2.75,1.09,0.57,1.42,265.55,1.60
05595000,2020-05-02,14500.00,2.55,1.10,0.56,1.42,237.49,1.60
05595000,2020-05-03,14300.00,2.18,1.12,0.52,1.41,203.63,1.60
05595000,2020-05-04,13500.00,2.09,1.12,0.48,1.42,160.59,1.62
05595000,2020-05-05,13000.00,1.81,1.14,0.44,1.42,135.59,1.61
05595000,2020-05-06,11600.00,1.52,1.18,0.41,1.42,131.57,1.63
05595000,2020-05-07,8680.00,1.32,1.20,0.40,1.40,114.51,1.64
05595000,2020-05-08,5980.00,1.31,1.20,0.35,1.40,81.97,1.62
05595000,2020-05-09,5620.00,1.20,1.23,0.34,1.42,72.75,1.63
05595000,2020-05-10,5860.00,1.18,1.22,0.34,1.41,70.80,1.64
05595000,2020-05-11,5690.00,1.17,1.23,0.35,1.42,71.30,1.64
05595000,2020-05-12,5640.00,1.18,1.22,0.34,1.42,70.82,1.64
05595000,2020-05-13,5450.00,1.36,1.20,0.37,1.41,77.58,1.66
05595000,2020-05-14,5230.00,1.26,1.21,0.39,1.41,86.23,1.66
05595000,2020-05-15,4650.00,1.17,1.23,0.37,1.42,83.65,1.65
05595000,2020-05-16,4580.00,1.20,1.23,0.39,1.41,130.08,1.65
05595000,2020-05-17,11700.00,3.48,1.00,0.70,1.00,476.00,1.00
05595000,2020-05-18,18000.00,2.38,1.11,0.69,1.44,569.45,1.66
05595000,2020-05-19,15400.00,2.63,1.10,0.59,1.42,293.83,1.66
05595000,2020-05-20,14000.00,2.90,1.09,0.54,1.44,190.28,1.64
05595000,2020-05-21,13200.00,2.70,1.10,0.49,1.43,139.27,1.66
05595000,2020-05-22,12200.00,2.51,1.11,0.47,1.43,124.45,1.66
05595000,2020-05-23,10600.00,2.02,1.13,0.44,1.44,113.36,1.69
05595000,2020-05-24,8250.00,1.73,1.15,0.40,1.44,101.98,1.72
05595000,2020-05-25,7670.00,1.54,1.18,0.43,1.44,125.75,1.73
05595000,2020-05-26,7670.00,1.29,1.21,0.52,1.45,221.50,1.72
05595000,2020-05-27,6900.00,0.47,1.37,0.41,1.44,181.86,1.68
05595000,2020-05-28,9390.00,1.25,1.21,0.52,1.41,187.40,1.63
05595000,2020-05-29,11600.00,1.88,1.14,0.53,1.42,179.69,1.64
05595000,2020-05-30,10700.00,1.78,1.15,0.48,1.40,136.02,1.65
05595000,2020-05-31,8680.00,1.56,1.17,0.43,1.40,93.91,1.63
05595000,2020-06-01,6450.00,0.98,1.28,0.36,1.40,61.37,1.63
05595000,2020-06-02,5770.00,0.95,1.29,0.33,1.40,49.42,1.65
05595000,2020-06-03,5650.00,0.94,1.31,0.33,1.42,43.98,1.67
05595000,2020-06-04,5720.00,0.94,1.31,0.34,1.42,50.16,1.64
05595000,2020-06-05,5500.00,0.96,1.29,0.35,1.42,57.00,1.64
05595000,2020-06-06,4540.00,0.95,1.30,0.36,1.41,63.13,1.62
05595000,2020-06-07,4370.00,0.85,1.32,0.35,1.41,61.57,1.65
05595000,2020-06-08,4720.00,0.79,1.34,0.33,1.42,59.86,1.61
05595000,2020-06-09,4740.00,0.64,1.39,0.29,1.43,48.88,1.63
05595000,2020-06-10,4460.00,0.78,1.00,0.19,1.00,48.00,1.00
05595000,2020-06-11,4150.00,0.53,1.41,0.28,1.41,59.77,1.62
05595000,2020-06-12,4650.00,0.65,1.40,0.28,1.40,57.11,1.63
05595000,2020-06-13,4630.00,0.71,1.37,0.29,1.41,58.35,1.62
05595000,2020-06-14,4440.00,0.65,1.38,0.29,1.41,55.80,1.61
05595000,2020-06-15,4630.00,0.64,1.39,0.29,1.41,57.40,1.61
05595000,2020-06-16,4810.00,0.50,1.44,0.30,1.41,63.70,1.63
05595000,2020-06-17,4600.00,0.49,1.44,0.31,1.41,71.46,1.65
05595000,2020-06-18,4590.00,0.51,1.44,0.32,1.40,76.48,1.64
05595000,2020-06-19,4390.00,0.54,1.42,0.31,1.41,84.15,1.64
05595000,2020-06-20,3900.00,0.55,1.41,0.32,1.40,83.30,1.61
05595000,2020-06-21,3870.00,0.62,1.37,0.33,1.39,79.99,1.61
05595000,2020-06-22,4320.00,0.74,1.36,0.35,1.40,75.75,1.60
05595000,2020-06-23,4430.00,0.74,1.35,0.34,1.40,70.67,1.59
05595000,2020-06-24,4030.00,0.60,1.40,0.32,1.41,68.45,1.62
05595000,2020-06-25,4300.00,0.53,1.42,0.32,1.41,74.42,1.62
05595000,2020-06-26,4240.00,0.46,1.47,0.33,1.39,79.63,1.62
05595000,2020-06-27,3700.00,0.42,1.46,0.33,1.40,75.13,1.63
05595000,2020-06-28,3940.00,0.53,1.41,0.31,1.40,63.44,1.61
05595000,2020-06-29,3740.00,0.54,1.43,0.30,1.42,56.35,1.60
05595000,2020-06-30,9370.00,0.99,1.26,0.80,1.43,604.17,1.66
05595000,2020-07-01,12000.00,1.86,1.00,0.75,1.00,592.00,1.00
05595000,2020-07-02,13900.00,1.86,1.14,0.71,1.43,294.05,1.64
05595000,2020-07-03,14200.00,1.85,1.14,0.66,1.44,236.77,1.66
05595000,2020-07-04,13400.00,1.46,1.18,0.55,1.43,156.05,1.65
05595000,2020-07-05,12000.00,1.17,1.23,0.49,1.41,120.69,1.64
05595000,2020-07-06,9390.00,0.89,1.31,0.45,1.43,93.88,1.64
05595000,2020-07-07,7140.00,0.72,1.36,0.40,1.39,83.83,1.60
05595000,2020-07-08,5800.00,0.55,1.44,0.38,1.39,86.08,1.60
05595000,2020-07-09,4730.00,0.47,1.48,0.33,1.40,55.39,1.62
05595000,2020-07-10,4030.00,0.55,1.43,0.32,1.40,59.87,1.61
05595000,2020-07-11,3770.00,0.40,1.51,0.33,1.40,66.93,1.64
05595000,2020-07-12,3840.00,0.52,1.46,0.30,1.41,49.86,1.60
05595000,2020-07-13,2650.00,0.43,1.51,0.29,1.41,45.21,1.64
05595000,2020-07-14,2500.00,0.37,1.53,0.32,1.42,49.05,1.63
05595000,2020-07-15,2320.00,0.31,1.51,0.38,1.41,110.80,1.66
05595000,2020-07-16,3770.00,0.48,1.44,0.43,1.42,154.15,1.66
05595000,2020-07-17,2440.00,0.50,1.43,0.37,1.41,83.62,1.60
05595000,2020-07-18,2430.00,0.42,1.49,0.37,1.40,88.15,1.63
05595000,2020-07-19,3410.00,0.41,1.50,0.37,1.40,75.37,1.63
05595000,2020-07-20,6120.00,0.61,1.38,0.57,1.41,204.52,1.66
05595000,2020-07-21,7410.00,0.55,1.41,0.54,1.41,191.58,1.62
05595000,2020-07-22,9070.00,0.47,1.45,0.60,1.41,218.23,1.63
05595000,2020-07-23,10200.00,0.45,1.44,0.63,1.44,239.08,1.65
05595000,2020-07-24,8850.00,0.49,1.45,0.57,1.42,150.33,1.67
05595000,2020-07-25,7320.00,0.45,1.48,0.53,1.41,113.05,1.63
05595000,2020-07-26,5680.00,0.32,1.56,0.48,1.42,83.01,1.68
05595000,2020-07-27,3440.00,0.29,1.56,0.36,1.41,58.61,1.67
05595000,2020-07-28,2720.00,0.33,1.56,0.34,1.41,46.79,1.63
05595000,2020-07-29,3410.00,0.41,1.51,0.33,1.39,47.72,1.62
05595000,2020-07-30,3020.00,0.30,1.57,0.35,1.40,50.39,1.63
05595000,2020-07-31,3990.00,0.36,1.52,0.39,1.41,67.14,1.61
05595000,2020-08-01,6460.00,0.49,1.49,0.52,1.42,112.73,1.63
05595000,2020-08-02,12500.00,0.52,1.47,1.17,1.50,401.52,1.94
05595000,2020-08-03,11700.00,0.59,1.43,0.76,1.45,219.57,1.74
05595000,2020-08-04,8600.00,0.50,1.48,0.68,1.45,154.95,1.73
05595000,2020-08-05,5690.00,0.39,1.56,0.52,1.43,86.05,1.71
05595000,2020-08-06,4470.00,0.35,1.56,0.39,1.41,60.32,1.62
05595000,2020-08-07,4410.00,0.32,1.59,0.42,1.41,67.67,1.64
05595000,2020-08-08,4620.00,0.29,1.58,0.35,1.41,60.22,1.64
05595000,2020-08-09,6400.00,0.32,1.53,0.50,1.42,144.33,1.63
05595000,2020-08-10,10400.00,0.50,1.45,0.70,1.42,278.01,1.67
05595000,2020-08-11,11800.00,0.47,1.48,0.64,1.44,195.18,1.64
05595000,2020-08-12,12000.00,0.46,1.50,0.66,1.43,212.11,1.65
05595000,2020-08-13,13100.00,0.42,1.49,0.66,1.44,205.27,1.67
05595000,2020-08-14,13000.00,0.42,1.48,0.61,1.43,188.59,1.67
05595000,2020-08-15,9690.00,0.39,1.52,0.55,1.43,137.56,1.64
05595000,2020-08-16,7700.00,0.35,1.54,0.59,1.44,190.20,1.64
05595000,2020-08-17,5640.00,0.29,1.59,0.45,1.42,79.67,1.66
05595000,2020-08-18,3790.00,0.16,1.00,0.35,1.00,70.00,1.00
05595000,2020-08-19,4180.00,0.21,1.56,0.37,1.42,78.84,1.65
05595000,2020-08-20,3930.00,0.21,1.56,0.34,1.41,71.64,1.66
05595000,2020-08-21,3960.00,0.19,1.58,0.37,1.43,82.18,1.66
05595000,2020-08-22,3850.00,0.19,1.57,0.36,1.43,74.81,1.66
05595000,2020-08-23,2990.00,0.20,1.59,0.32,1.43,68.79,1.66
05595000,2020-08-24,2220.00,0.19,1.58,0.29,1.42,57.92,1.66
05595000,2020-08-25,2740.00,0.22,1.57,0.32,1.41,54.76,1.62
05595000,2020-08-26,3030.00,0.26,1.57,0.34,1.42,62.26,1.65
05595000,2020-08-27,3140.00,0.27,1.60,0.34,1.41,50.21,1.64
05595000,2020-08-28,2870.00,0.27,1.60,0.33,1.41,52.43,1.63
05595000,2020-08-29,3390.00,0.31,1.59,0.37,1.41,58.29,1.63
05595000,2020-08-30,2480.00,0.24,1.65,0.37,1.42,58.22,1.63
05595000,2020-08-31,1830.00,0.23,1.59,0.36,1.41,62.55,1.66
05595000,2020-09-01,1540.00,0.21,1.58,0.33,1.41,51.72,1.63
05595000,2020-09-02,1490.00,0.22,1.57,0.30,1.41,45.05,1.64
05595000,2020-09-03,1510.00,0.25,1.58,0.34,1.42,51.58,1.63
05595000,2020-09-04,1560.00,0.25,1.62,0.35,1.41,46.99,1.64
05595000,2020-09-05,1350.00,0.23,1.62,0.40,1.42,63.46,1.66
05595000,2020-09-06,1150.00,0.22,1.61,0.37,1.41,68.21,1.65
05595000,2020-09-07,1050.00,0.25,1.63,0.36,1.40,56.93,1.62
05595000,2020-09-08,1120.00,0.21,1.60,0.34,1.41,53.90,1.65
05595000,2020-09-09,1140.00,0.21,1.58,0.29,1.42,48.70,1.66
05595000,2020-09-10,1090.00,0.21,1.61,0.33,1.42,52.99,1.65
05595000,2020-09-11,1110.00,0.20,1.59,0.34,1.40,53.96,1.64
05595000,2020-09-12,1020.00,0.21,1.60,0.32,1.41,53.06,1.66
05595000,2020-09-13,1070.00,0.21,1.60,0.32,1.40,52.38,1.66
05595000,2020-09-14,1120.00,0.20,1.57,0.30,1.41,42.43,1.63
05595000,2020-09-15,1080.00,0.18,1.60,0.32,1.42,51.27,1.64
05595000,2020-09-16,1080.00,0.17,1.58,0.32,1.43,53.89,1.66
05595000,2020-09-17,1070.00,0.18,1.58,0.32,1.42,58.85,1.66
05595000,2020-09-18,978.00,0.17,1.59,0.31,1.42,66.99,1.65
05595000,2020-09-19,1070.00,0.17,1.57,0.31,1.42,64.86,1.66
05595000,2020-09-20,1010.00,0.17,1.56,0.32,1.42,69.87,1.67
05595000,2020-09-21,1100.00,0.17,1.56,0.32,1.42,58.17,1.64
05595000,2020-09-22,1010.00,0.16,1.59,0.35,1.42,54.91,1.70
05595000,2020-09-23,937.00,0.17,1.60,0.37,1.42,58.26,1.67
05595000,2020-09-24,898.00,0.18,1.58,0.39,1.42,65.67,1.70
05595000,2020-09-25,735.00,0.19,1.58,0.36,1.40,69.42,1.65
05595000,2020-09-26,732.00,0.18,1.60,0.38,1.42,79.38,1.69
05595000,2020-09-27,848.00,0.19,1.57,0.38,1.42,65.94,1.70
05595000,2020-09-28,795.00,0.20,1.58,0.32,1.43,49.18,1.68
05595000,2020-09-29,667.00,0.20,1.58,0.34,1.45,49.86,1.73
05595000,2020-09-30,735.00,0.21,1.57,0.32,1.42,57.44,1.67
05595000,2020-10-01,827.00,0.23,1.55,0.30,1.43,54.23,1.67
05595000,2020-10-02,740.00,0.22,1.56,0.34,1.44,57.77,1.67
05595000,2020-10-03,593.00,0.20,1.58,0.33,1.43,53.14,1.68
05595000,2020-10-04,723.00,0.21,1.58,0.26,1.42,43.44,1.66
05595000,2020-10-05,691.00,0.19,1.59,0.28,1.41,40.28,1.67
05595000,2020-10-06,615.00,0.17,1.59,0.33,1.41,45.77,1.71
05595000,2020-10-07,739.00,0.18,1.60,0.33,1.42,40.17,1.73
05595000,2020-10-08,741.00,0.18,1.60,0.35,1.43,42.00,1.78
05595000,2020-10-09,666.00,0.15,1.62,0.36,1.43,43.79,1.80
05595000,2020-10-10,691.00,0.15,1.64,0.39,1.45,39.62,1.91
05595000,2020-10-11,697.00,0.19,1.61,0.34,1.43,41.81,1.79
05595000,2020-10-12,744.00,0.16,1.60,0.32,1.44,40.03,1.77
05595000,2020-10-13,558.00,0.18,1.60,0.33,1.42,44.32,1.75
05595000,2020-10-14,570.00,0.04,1.00,0.20,1.00,59.66,1.76
05595000,2020-10-15,719.00,0.18,1.56,0.25,1.44,52.77,1.72
05595000,2020-10-16,666.00,0.17,1.56,0.29,1.44,66.61,1.74
05595000,2020-10-17,588.00,0.17,1.56,0.31,1.43,80.12,1.74
05595000,2020-10-18,681.00,0.18,1.57,0.28,1.42,57.02,1.72
05595000,2020-10-19,839.00,0.18,1.53,0.27,1.46,66.66,1.74
05595000,2020-10-20,1540.00,0.68,1.43,0.45,1.45,106.48,1.70
05595000,2020-10-21,972.00,0.38,1.50,0.37,1.43,78.35,1.68
05595000,2020-10-22,1020.00,0.47,1.50,0.39,1.45,64.70,1.70
05595000,2020-10-23,1400.00,0.68,1.40,0.36,1.47,60.47,1.72
05595000,2020-10-24,1020.00,0.60,1.46,0.29,1.44,33.00,1.70
05595000,2020-10-25,897.00,0.41,1.56,0.35,1.42,48.62,1.69
05595000,2020-10-26,754.00,0.46,1.51,0.39,1.45,67.68,1.70
05595000,2020-10-27,968.00,0.45,1.53,0.41,1.44,69.24,1.69
05595000,2020-10-28,1440.00,0.58,1.47,0.44,1.42,71.21,1.69
05595000,2020-10-29,2720.00,0.59,1.48,0.50,1.42,96.55,1.68
05595000,2020-10-30,4850.00,0.72,1.43,0.58,1.41,115.60,1.69
05595000,2020-10-31,3920.00,0.70,1.45,0.58,1.42,109.25,1.66
05595000,2020-11-01,2790.00,0.70,1.46,0.52,1.42,89.47,1.70
05595000,2020-11-02,1870.00,0.51,1.55,0.50,1.41,81.51,1.69
05595000,2020-11-03,1370.00,0.32,1.61,0.45,1.43,66.08,1.70
05595000,2020-11-04,1130.00,0.24,1.61,0.41,1.43,59.87,1.72
05595000,2020-11-05,1020.00,0.21,1.63,0.41,1.42,58.21,1.72
05595000,2020-11-06,854.00,0.18,1.62,0.42,1.43,61.53,1.77
05595000,2020-11-07,824.00,0.18,1.61,0.40,1.43,61.81,1.79
05595000,2020-11-08,748.00,0.18,1.63,0.43,1.43,62.35,1.80
05595000,2020-11-09,629.00,0.18,1.63,0.41,1.44,59.39,1.83
05595000,2020-11-10,619.00,0.19,1.63,0.42,1.44,66.42,1.83
05595000,2020-11-11,805.00,0.21,1.59,0.41,1.43,65.94,1.83
05595000,2020-11-12,748.00,0.20,1.58,0.39,1.43,66.12,1.83
05595000,2020-11-13,719.00,0.20,1.58,0.40,1.45,73.50,1.85
05595000,2020-11-14,743.00,0.25,1.54,0.39,1.44,71.98,1.78
05595000,2020-11-15,2420.00,0.50,1.49,0.51,1.44,141.40,1.71
05595000,2020-11-16,5230.00,0.94,1.30,0.65,1.44,210.44,1.71
05595000,2020-11-17,5300.00,1.13,1.24,0.67,1.44,208.10,1.73
05595000,2020-11-18,4570.00,1.01,1.29,0.61,1.42,161.39,1.70
05595000,2020-11-19,3510.00,0.48,1.49,0.52,1.43,113.88,1.71
05595000,2020-11-20,2540.00,0.35,1.55,0.46,1.43,93.03,1.71
05595000,2020-11-21,2490.00,0.27,1.57,0.41,1.42,77.33,1.72
05595000,2020-11-22,9220.00,0.54,1.44,0.81,1.45,380.77,1.75
05595000,2020-11-23,14100.00,0.64,1.40,0.96,1.45,451.37,1.75
05595000,2020-11-24,12900.00,0.71,1.37,0.78,1.44,295.64,1.74
05595000,2020-11-25,13000.00,0.70,1.38,0.74,1.44,252.56,1.71
