USGS_site,datetime,q,no3_mg_per_l,no3_gse,total_p_mg_per_l,total_p_gse,ssc_mg_per_l,ssc_gse
03339000,2015-10-01,516.00,2.92,1.40,0.23,1.82,57.66,2.77
03339000,2015-10-02,424.00,2.82,1.39,0.22,1.81,50.99,2.83
03339000,2015-10-03,393.00,2.76,1.40,0.22,1.81,43.70,2.82
03339000,2015-10-04,377.00,2.74,1.39,0.22,1.84,42.87,2.84
03339000,2015-10-05,371.00,2.71,1.38,0.21,1.81,40.63,2.82
03339000,2015-10-06,382.00,2.73,1.39,0.21,1.82,44.23,2.84
03339000,2015-10-07,370.00,2.69,1.39,0.21,1.79,40.99,2.83
03339000,2015-10-08,363.00,2.71,1.39,0.21,1.82,39.67,2.77
03339000,2015-10-09,262.00,2.50,1.39,0.20,1.82,29.86,2.83
03339000,2015-10-10,336.00,2.66,1.39,0.21,1.84,36.32,2.82
03339000,2015-10-11,305.00,2.61,1.39,0.21,1.82,31.21,2.78
03339000,2015-10-12,281.00,2.55,1.38,0.20,1.81,30.45,2.80
03339000,2015-10-13,276.00,2.55,1.40,0.20,1.81,28.37,2.79
03339000,2015-10-14,272.00,2.53,1.39,0.21,1.84,28.73,2.83
03339000,2015-10-15,263.00,2.51,1.39,0.20,1.80,28.14,2.92
03339000,2015-10-16,250.00,2.49,1.39,0.20,1.79,26.54,2.82
03339000,2015-10-17,238.00,2.47,1.39,0.20,1.80,24.74,2.91
03339000,2015-10-18,229.00,2.44,1.38,0.19,1.82,23.03,2.78
03339000,2015-10-19,206.00,2.39,1.40,0.19,1.81,21.74,2.88
03339000,2015-10-20,172.00,2.34,1.39,0.18,1.80,18.44,2.83
03339000,2015-10-21,161.00,2.27,1.40,0.18,1.82,17.61,2.93
03339000,2015-10-22,164.00,2.30,1.40,0.18,1.81,15.72,2.81
03339000,2015-10-23,210.00,2.42,1.39,0.19,1.82,20.99,2.82
03339000,2015-10-24,207.00,2.41,1.39,0.19,1.81,20.24,2.83
03339000,2015-10-25,181.00,2.34,1.40,0.18,1.81,18.07,2.83
03339000,2015-10-26,179.00,2.31,1.38,0.19,1.81,17.25,2.88
03339000,2015-10-27,203.00,2.42,1.39,0.19,1.81,19.18,2.81
03339000,2015-10-28,419.00,2.82,1.39,0.22,1.83,34.36,2.80
03339000,2015-10-29,574.00,3.00,1.39,0.24,1.82,46.86,2.85
03339000,2015-10-30,463.00,2.89,1.38,0.23,1.80,37.68,2.85
03339000,2015-10-31,371.00,2.77,1.39,0.22,1.80,29.99,2.83
03339000,2015-11-01,339.00,2.73,1.40,0.22,1.83,27.43,2.79
03339000,2015-11-02,339.00,2.72,1.38,0.21,1.81,27.13,2.84
03339000,2015-11-03,352.00,2.77,1.39,0.22,1.82,28.27,2.78
03339000,2015-11-04,343.00,2.75,1.39,0.21,1.81,26.92,2.84
03339000,2015-11-05,307.00,3.09,1.00,0.25,1.00,47.00,1.00
03339000,2015-11-06,260.00,2.59,1.40,0.20,1.82,20.51,2.83
03339000,2015-11-07,273.00,2.63,1.39,0.20,1.82,21.24,2.84
03339000,2015-11-08,312.00,2.75,1.39,0.21,1.83,24.19,2.87
03339000,2015-11-09,260.00,2.65,1.39,0.20,1.82,19.19,2.77
03339000,2015-11-10,247.00,2.61,1.40,0.20,1.82,19.04,2.77
03339000,2015-11-11,222.00,2.58,1.38,0.19,1.81,16.89,2.84
03339000,2015-11-12,219.00,2.88,1.00,0.27,1.00,4.00,1.00
03339000,2015-11-13,199.00,2.55,1.39,0.19,1.82,14.73,2.80
03339000,2015-11-14,238.00,2.64,1.39,0.19,1.80,17.30,2.82
03339000,2015-11-15,246.00,2.65,1.39,0.20,1.81,17.58,2.84
03339000,2015-11-16,247.00,2.69,1.39,0.20,1.82,17.70,2.88
03339000,2015-11-17,264.00,2.80,1.40,0.20,1.81,18.19,2.84
03339000,2015-11-18,727.00,3.41,1.40,0.25,1.81,43.94,2.80
03339000,2015-11-19,2670.00,4.54,1.40,0.34,1.83,134.21,2.85
03339000,2015-11-20,2050.00,7.11,1.00,0.26,1.00,86.00,1.00
03339000,2015-11-21,1360.00,3.99,1.40,0.28,1.80,73.41,2.85
03339000,2015-11-22,1170.00,3.85,1.39,0.28,1.80,61.51,2.85
03339000,2015-11-23,1030.00,3.77,1.39,0.26,1.80,57.43,2.94
03339000,2015-11-24,1010.00,5.77,1.00,0.11,1.00,6.00,1.00
03339000,2015-11-25,1130.00,5.05,1.16,0.24,1.77,42.30,2.72
03339000,2015-11-26,1410.00,4.97,1.16,0.25,1.79,54.93,2.71
03339000,2015-11-27,1850.00,4.37,1.18,0.29,1.78,80.84,2.73
03339000,2015-11-28,5510.00,4.34,1.17,0.42,1.78,260.59,2.74
03339000,2015-11-29,4980.00,5.42,1.40,0.37,1.80,194.73,2.80
03339000,2015-11-30,3250.00,4.98,1.40,0.34,1.82,138.33,2.88
03339000,2015-12-01,2600.00,4.87,1.39,0.31,1.82,110.63,2.88
03339000,2015-12-02,2380.00,4.71,1.39,0.32,1.83,100.81,2.86
03339000,2015-12-03,1930.00,7.43,1.00,0.11,1.00,33.00,1.00
03339000,2015-12-04,1560.00,6.72,1.12,0.24,1.80,44.92,2.68
03339000,2015-12-05,1360.00,6.68,1.13,0.23,1.77,42.43,2.77
03339000,2015-12-06,1250.00,6.60,1.13,0.23,1.82,37.44,2.71
03339000,2015-12-07,1230.00,6.56,1.13,0.22,1.76,36.14,2.69
03339000,2015-12-08,1100.00,6.62,1.13,0.21,1.79,31.17,2.66
03339000,2015-12-09,1090.00,6.53,1.13,0.21,1.76,32.73,2.71
03339000,2015-12-10,990.00,6.51,1.13,0.21,1.77,29.56,2.77
03339000,2015-12-11,930.00,6.95,1.00,0.09,1.00,13.00,1.00
03339000,2015-12-12,849.00,6.32,1.13,0.20,1.77,24.16,2.70
03339000,2015-12-13,815.00,6.26,1.13,0.20,1.81,24.53,2.76
03339000,2015-12-14,1150.00,6.02,1.13,0.22,1.79,36.10,2.76
03339000,2015-12-15,2450.00,6.39,1.13,0.27,1.80,74.86,2.74
03339000,2015-12-16,2080.00,5.02,1.39,0.28,1.83,78.43,2.86
03339000,2015-12-17,1660.00,7.79,1.00,0.15,1.00,54.00,1.00
03339000,2015-12-18,1300.00,5.50,1.15,0.23,1.79,42.44,2.67
03339000,2015-12-19,1090.00,4.03,1.18,0.25,1.78,46.63,2.72
03339000,2015-12-20,965.00,3.78,1.20,0.24,1.78,42.49,2.74
03339000,2015-12-21,2050.00,4.57,1.17,0.29,1.78,80.69,2.75
03339000,2015-12-22,4330.00,6.16,1.39,0.33,1.83,140.50,2.82
03339000,2015-12-23,3490.00,5.96,1.40,0.31,1.79,118.93,2.81
03339000,2015-12-24,5740.00,6.64,1.40,0.35,1.83,182.32,2.90
03339000,2015-12-25,4780.00,6.48,1.39,0.33,1.82,145.35,2.78
03339000,2015-12-26,4760.00,6.51,1.39,0.32,1.80,145.62,2.88
03339000,2015-12-27,16500.00,8.54,1.40,0.43,1.86,445.55,2.85
03339000,2015-12-28,23000.00,4.61,1.16,0.62,1.83,1071.42,2.74
03339000,2015-12-29,34400.00,2.80,1.00,0.63,1.00,494.00,1.00
03339000,2015-12-30,30400.00,4.23,1.17,0.71,1.80,1640.28,2.83
03339000,2015-12-31,17600.00,3.74,1.00,0.55,1.00,318.00,1.00
03339000,2016-01-01,9060.00,5.36,1.14,0.43,1.79,332.53,2.71
03339000,2016-01-02,4810.00,5.63,1.14,0.34,1.78,163.03,2.71
03339000,2016-01-03,3540.00,5.80,1.14,0.30,1.78,113.04,2.70
03339000,2016-01-04,2810.00,5.75,1.14,0.28,1.80,87.66,2.72
03339000,2016-01-05,2290.00,5.80,1.14,0.26,1.79,73.70,2.75
03339000,2016-01-06,1980.00,5.87,1.13,0.24,1.77,63.94,2.80
03339000,2016-01-07,1820.00,5.99,1.13,0.24,1.75,56.10,2.76
03339000,2016-01-08,1700.00,6.06,1.13,0.23,1.77,51.67,2.76
03339000,2016-01-09,1850.00,6.00,1.13,0.23,1.77,55.81,2.70
03339000,2016-01-10,3060.00,6.32,1.13,0.27,1.76,92.25,2.71
03339000,2016-01-11,2600.00,6.66,1.12,0.25,1.79,75.23,2.68
03339000,2016-01-12,1900.00,6.80,1.12,0.23,1.78,53.40,2.69
03339000,2016-01-13,1500.00,6.86,1.12,0.21,1.81,42.19,2.76
03339000,2016-01-14,1460.00,6.78,1.12,0.21,1.79,43.57,2.77
03339000,2016-01-15,1490.00,7.10,1.00,0.10,1.00,121.00,1.00
03339000,2016-01-16,1470.00,6.78,1.12,0.21,1.79,40.56,2.70
03339000,2016-01-17,1320.00,6.65,1.12,0.20,1.78,36.89,2.69
03339000,2016-01-18,959.00,6.54,1.13,0.18,1.78,26.99,2.68
03339000,2016-01-19,832.00,6.71,1.12,0.17,1.79,24.30,2.73
03339000,2016-01-20,822.00,6.78,1.12,0.17,1.77,23.08,2.72
03339000,2016-01-21,870.00,6.88,1.12,0.17,1.79,24.49,2.74
03339000,2016-01-22,900.00,6.93,1.12,0.17,1.78,25.57,2.71
03339000,2016-01-23,800.00,6.71,1.12,0.17,1.80,23.42,2.73
03339000,2016-01-24,820.00,6.68,1.13,0.17,1.79,24.39,2.75
03339000,2016-01-25,844.00,6.62,1.12,0.17,1.78,24.87,2.74
03339000,2016-01-26,862.00,6.47,1.13,0.17,1.77,27.06,2.74
03339000,2016-01-27,811.00,6.42,1.12,0.17,1.79,26.00,2.79
03339000,2016-01-28,768.00,6.87,1.00,0.12,1.00,25.67,2.80
03339000,2016-01-29,814.00,5.77,1.39,0.18,1.80,29.33,2.86
03339000,2016-01-30,745.00,5.76,1.40,0.17,1.81,25.91,2.88
03339000,2016-01-31,712.00,5.75,1.38,0.17,1.82,25.96,2.87
03339000,2016-02-01,788.00,5.90,1.38,0.17,1.83,27.81,2.91
03339000,2016-02-02,732.00,5.19,1.33,0.20,1.56,31.75,2.26
03339000,2016-02-03,1710.00,4.97,1.34,0.42,1.56,177.82,2.27
03339000,2016-02-04,2950.00,4.41,1.35,0.87,1.58,775.21,2.23
03339000,2016-02-05,1860.00,4.28,1.32,0.65,1.60,392.08,2.29
03339000,2016-02-06,1370.00,4.93,1.34,0.38,1.58,136.11,2.26
03339000,2016-02-07,1220.00,5.57,1.33,0.26,1.58,68.79,2.28
03339000,2016-02-08,1130.00,5.96,1.33,0.21,1.58,47.33,2.25
03339000,2016-02-09,1030.00,6.27,1.32,0.18,1.56,33.81,2.20
03339000,2016-02-10,905.00,6.19,1.33,0.17,1.58,29.21,2.26
03339000,2016-02-11,740.00,5.88,1.33,0.17,1.57,25.97,2.23
03339000,2016-02-12,760.00,6.08,1.33,0.16,1.56,24.74,2.22
03339000,2016-02-13,710.00,6.03,1.33,0.15,1.57,23.22,2.27
03339000,2016-02-14,720.00,6.27,1.34,0.14,1.57,21.36,2.26
03339000,2016-02-15,766.00,6.54,1.33,0.14,1.58,20.68,2.26
03339000,2016-02-16,805.00,6.68,1.33,0.14,1.57,20.59,2.28
03339000,2016-02-17,759.00,6.60,1.34,0.14,1.58,20.88,2.29
03339000,2016-02-18,677.00,6.44,1.32,0.13,1.58,19.46,2.31
03339000,2016-02-19,618.00,6.18,1.34,0.14,1.59,20.42,2.26
03339000,2016-02-20,721.00,6.51,1.33,0.14,1.58,21.97,2.27
03339000,2016-02-21,666.00,6.58,1.34,0.13,1.57,18.86,2.27
03339000,2016-02-22,601.00,6.50,1.34,0.12,1.59,17.32,2.28
03339000,2016-02-23,624.00,6.82,1.33,0.12,1.57,15.51,2.25
03339000,2016-02-24,677.00,6.65,1.33,0.13,1.57,20.13,2.28
03339000,2016-02-25,665.00,6.93,1.34,0.12,1.58,17.75,2.29
03339000,2016-02-26,651.00,7.06,1.33,0.11,1.58,15.87,2.31
03339000,2016-02-27,696.00,7.32,1.33,0.11,1.57,15.82,2.25
03339000,2016-02-28,1210.00,7.44,1.34,0.16,1.58,40.09,2.26
03339000,2016-02-29,1890.00,7.94,1.33,0.19,1.55,65.34,2.24
03339000,2016-03-01,1620.00,7.48,1.34,0.20,1.57,70.86,2.29
03339000,2016-03-02,1130.00,6.39,1.33,0.22,1.56,68.37,2.23
03339000,2016-03-03,965.00,6.81,1.34,0.17,1.57,41.95,2.22
03339000,2016-03-04,952.00,7.58,1.34,0.14,1.58,29.20,2.23
03339000,2016-03-05,955.00,7.63,1.34,0.13,1.57,29.18,2.30
03339000,2016-03-06,897.00,7.48,1.32,0.13,1.59,28.35,2.30
03339000,2016-03-07,915.00,7.34,1.33,0.14,1.58,31.44,2.29
03339000,2016-03-08,897.00,7.24,1.33,0.15,1.58,33.27,2.24
03339000,2016-03-09,855.00,6.40,1.28,0.08,1.50,22.68,2.22
03339000,2016-03-10,875.00,6.46,1.28,0.08,1.51,23.59,2.24
03339000,2016-03-11,809.00,6.58,1.28,0.08,1.50,20.94,2.23
03339000,2016-03-12,813.00,5.58,1.13,0.08,1.49,19.79,2.19
03339000,2016-03-13,1280.00,5.60,1.13,0.11,1.49,52.10,2.08
03339000,2016-03-14,3550.00,6.72,1.11,0.27,1.48,392.38,2.10
03339000,2016-03-15,3060.00,7.25,1.11,0.23,1.48,217.62,2.09
03339000,2016-03-16,2040.00,7.44,1.10,0.18,1.48,109.04,2.09
03339000,2016-03-17,1530.00,7.32,1.11,0.14,1.48,57.66,2.15
03339000,2016-03-18,1230.00,7.06,1.11,0.12,1.49,40.24,2.23
03339000,2016-03-19,1080.00,6.95,1.11,0.11,1.48,34.50,2.18
03339000,2016-03-20,982.00,6.90,1.11,0.11,1.48,27.56,2.14
03339000,2016-03-21,868.00,6.83,1.11,0.10,1.49,23.56,2.12
03339000,2016-03-22,798.00,6.68,1.11,0.09,1.48,22.54,2.13
03339000,2016-03-23,848.00,6.71,1.12,0.09,1.48,25.97,2.14
03339000,2016-03-24,956.00,6.65,1.12,0.10,1.48,33.29,2.12
03339000,2016-03-25,1760.00,7.12,1.11,0.15,1.47,92.49,2.10
03339000,2016-03-26,1420.00,7.14,1.11,0.17,1.49,92.16,2.10
03339000,2016-03-27,1150.00,6.69,1.12,0.12,1.48,41.59,2.15
03339000,2016-03-28,1130.00,6.63,1.12,0.09,1.50,31.46,2.13
03339000,2016-03-29,1290.00,6.56,1.11,0.10,1.51,45.98,2.17
03339000,2016-03-30,1230.00,6.01,1.12,0.23,1.48,199.72,2.14
03339000,2016-03-31,6670.00,7.61,1.10,0.44,1.50,1601.12,2.11
03339000,2016-04-01,8620.00,7.52,1.11,0.44,1.49,886.40,2.11
03339000,2016-04-02,5340.00,8.18,1.10,0.39,1.47,514.02,2.13
03339000,2016-04-03,3240.00,8.31,1.10,0.29,1.49,263.15,2.08
03339000,2016-04-04,2350.00,8.15,1.10,0.22,1.47,159.46,2.14
03339000,2016-04-05,1810.00,8.03,1.10,0.20,1.48,109.44,2.18
03339000,2016-04-06,1700.00,7.78,1.10,0.18,1.49,94.63,2.12
03339000,2016-04-07,4180.00,7.74,1.11,0.30,1.48,403.42,2.15
03339000,2016-04-08,4120.00,8.26,1.10,0.37,1.48,456.05,2.14
03339000,2016-04-09,2700.00,8.70,1.10,0.26,1.48,193.83,2.08
03339000,2016-04-10,2130.00,8.39,1.10,0.19,1.50,108.51,2.16
03339000,2016-04-11,2460.00,8.12,1.10,0.19,1.48,127.42,2.10
03339000,2016-04-12,2380.00,8.36,1.09,0.19,1.50,124.24,2.09
03339000,2016-04-13,1900.00,8.37,1.10,0.14,1.49,76.31,2.11
03339000,2016-04-14,1670.00,8.34,1.09,0.12,1.49,54.30,2.14
03339000,2016-04-15,1510.00,8.29,1.09,0.10,1.48,43.77,2.12
03339000,2016-04-16,1360.00,8.07,1.10,0.09,1.49,37.19,2.16
03339000,2016-04-17,1210.00,7.90,1.10,0.08,1.49,31.61,2.09
03339000,2016-04-18,1120.00,7.85,1.10,0.08,1.49,28.30,2.07
03339000,2016-04-19,1090.00,7.72,1.10,0.07,1.49,27.76,2.11
03339000,2016-04-20,1050.00,7.54,1.10,0.07,1.48,27.44,2.17
03339000,2016-04-21,1140.00,7.34,1.11,0.09,1.48,42.23,2.11
03339000,2016-04-22,1230.00,7.37,1.10,0.08,1.48,42.38,2.18
03339000,2016-04-23,1120.00,7.25,1.11,0.08,1.49,35.21,2.11
03339000,2016-04-24,953.00,7.02,1.11,0.08,1.47,32.54,2.11
03339000,2016-04-25,949.00,7.00,1.11,0.08,1.48,33.97,2.12
03339000,2016-04-26,923.00,7.04,1.11,0.07,1.49,30.31,2.09
03339000,2016-04-27,870.00,6.84,1.00,0.08,1.00,35.00,1.00
03339000,2016-04-28,1080.00,6.54,1.12,0.14,1.46,118.60,2.10
03339000,2016-04-29,1610.00,7.65,1.10,0.14,1.46,105.72,2.08
03339000,2016-04-30,1580.00,7.26,1.10,0.13,1.47,82.30,2.09
03339000,2016-05-01,3250.00,8.68,1.09,0.19,1.45,243.12,2.06
03339000,2016-05-02,3230.00,10.08,1.08,0.21,1.48,272.40,2.06
03339000,2016-05-03,2470.00,10.57,1.08,0.21,1.48,219.65,2.04
03339000,2016-05-04,1930.00,10.47,1.08,0.15,1.47,98.84,2.04
03339000,2016-05-05,1630.00,9.84,1.08,0.12,1.48,77.92,2.13
03339000,2016-05-06,1350.00,9.66,1.08,0.12,1.48,68.21,2.10
03339000,2016-05-07,1220.00,9.51,1.08,0.11,1.50,64.84,2.16
03339000,2016-05-08,1180.00,9.29,1.09,0.11,1.48,60.27,2.17
03339000,2016-05-09,1150.00,8.76,1.09,0.13,1.47,97.63,2.11
03339000,2016-05-10,2200.00,9.21,1.09,0.15,1.48,173.82,2.13
03339000,2016-05-11,3260.00,11.59,1.07,0.26,1.46,462.44,2.07
03339000,2016-05-12,2760.00,13.13,1.06,0.23,1.47,311.15,2.08
03339000,2016-05-13,2050.00,12.09,1.07,0.18,1.48,183.96,2.18
03339000,2016-05-14,1770.00,11.25,1.07,0.17,1.47,159.47,2.09
03339000,2016-05-15,1640.00,10.91,1.08,0.16,1.48,130.05,2.07
03339000,2016-05-16,1460.00,10.28,1.08,0.15,1.47,109.04,2.10
03339000,2016-05-17,1270.00,10.80,1.00,0.08,1.00,88.63,2.13
03339000,2016-05-18,1150.00,10.12,1.08,0.12,1.49,76.25,2.13
03339000,2016-05-19,1020.00,9.92,1.08,0.11,1.48,66.28,2.12
03339000,2016-05-20,1020.00,9.74,1.08,0.11,1.49,59.94,2.11
03339000,2016-05-21,940.00,9.50,1.08,0.11,1.51,59.12,2.20
03339000,2016-05-22,871.00,9.30,1.09,0.10,1.50,56.20,2.17
03339000,2016-05-23,814.00,8.96,1.09,0.09,1.49,49.23,2.13
03339000,2016-05-24,779.00,8.69,1.09,0.09,1.49,42.86,2.10
03339000,2016-05-25,745.00,9.17,1.00,0.07,1.00,24.00,1.00
03339000,2016-05-26,789.00,8.27,1.10,0.11,1.46,54.88,2.09
03339000,2016-05-27,760.00,8.03,1.10,0.12,1.47,59.93,2.13
03339000,2016-05-28,863.00,8.07,1.10,0.10,1.50,52.05,2.16
03339000,2016-05-29,870.00,8.29,1.09,0.09,1.52,43.02,2.29
03339000,2016-05-30,751.00,8.50,1.09,0.08,1.55,36.51,2.32
03339000,2016-05-31,726.00,7.92,1.10,0.08,1.55,34.99,2.36
03339000,2016-06-01,730.00,8.05,1.10,0.09,1.52,39.82,2.33
03339000,2016-06-02,1040.00,8.45,1.09,0.09,1.53,48.89,2.32
03339000,2016-06-03,906.00,8.33,1.10,0.12,1.49,70.45,2.16
03339000,2016-06-04,878.00,8.63,1.09,0.20,1.48,141.78,2.08
03339000,2016-06-05,1050.00,8.67,1.09,0.13,1.48,89.22,2.15
03339000,2016-06-06,1000.00,8.77,1.00,0.15,1.00,22.00,1.00
03339000,2016-06-07,821.00,7.63,1.11,0.11,1.49,38.33,2.05
03339000,2016-06-08,661.00,7.85,1.10,0.11,1.44,38.78,2.07
03339000,2016-06-09,635.00,7.46,1.11,0.11,1.48,39.05,2.13
03339000,2016-06-10,600.00,7.11,1.11,0.10,1.47,36.74,2.10
03339000,2016-06-11,553.00,6.91,1.11,0.09,1.46,31.91,2.08
03339000,2016-06-12,523.00,6.89,1.12,0.09,1.48,29.73,2.13
03339000,2016-06-13,499.00,6.45,1.12,0.09,1.47,32.73,2.05
03339000,2016-06-14,506.00,6.27,1.12,0.10,1.49,35.25,2.06
03339000,2016-06-15,654.00,5.93,1.13,0.12,1.46,56.87,2.06
03339000,2016-06-16,926.00,6.71,1.11,0.12,1.49,67.50,2.10
03339000,2016-06-17,711.00,6.46,1.12,0.11,1.47,41.84,2.11
03339000,2016-06-18,559.00,6.38,1.13,0.11,1.49,34.85,2.10
03339000,2016-06-19,468.00,6.64,1.12,0.11,1.49,34.55,2.11
03339000,2016-06-20,434.00,6.40,1.12,0.11,1.48,37.34,2.08
03339000,2016-06-21,505.00,5.67,1.13,0.10,1.47,33.67,2.06
03339000,2016-06-22,990.00,5.15,1.14,0.27,1.47,394.90,2.08
03339000,2016-06-23,1940.00,5.96,1.00,0.34,1.00,236.00,1.00
03339000,2016-06-24,1670.00,6.70,1.12,0.23,1.46,209.36,2.10
03339000,2016-06-25,1040.00,7.57,1.10,0.17,1.47,96.52,2.09
03339000,2016-06-26,866.00,6.71,1.12,0.19,1.47,145.81,2.05
03339000,2016-06-27,1220.00,6.09,1.13,0.24,1.49,257.74,2.08
03339000,2016-06-28,1100.00,6.20,1.00,0.23,1.00,194.26,2.07
03339000,2016-06-29,752.00,6.06,1.13,0.19,1.48,94.22,2.13
03339000,2016-06-30,595.00,5.57,1.13,0.17,1.47,76.41,2.11
03339000,2016-07-01,502.00,5.67,1.14,0.16,1.47,66.55,2.14
03339000,2016-07-02,499.00,5.80,1.14,0.15,1.45,94.00,1.00
03339000,2016-07-03,463.00,5.50,1.14,0.17,1.46,77.40,2.15
03339000,2016-07-04,458.00,4.77,1.15,0.17,1.49,74.44,2.10
03339000,2016-07-05,485.00,4.77,1.15,0.16,1.50,74.67,2.10
03339000,2016-07-06,684.00,4.27,1.15,0.23,1.46,183.76,2.08
03339000,2016-07-07,717.00,4.47,1.15,0.20,1.49,155.71,2.15
03339000,2016-07-08,714.00,5.36,1.14,0.16,1.47,106.48,2.07
03339000,2016-07-09,520.00,5.16,1.14,0.16,1.48,72.82,2.13
03339000,2016-07-10,403.00,5.13,1.15,0.16,1.50,67.23,2.18
03339000,2016-07-11,343.00,4.64,1.16,0.19,1.49,86.70,2.13
03339000,2016-07-12,308.00,4.31,1.17,0.22,1.50,114.62,2.15
03339000,2016-07-13,396.00,3.87,1.18,0.30,1.52,268.54,2.15
03339000,2016-07-14,1080.00,4.19,1.16,0.33,1.49,381.39,2.16
03339000,2016-07-15,936.00,5.13,1.15,0.26,1.49,190.65,2.12
03339000,2016-07-16,657.00,4.94,1.14,0.18,1.50,110.11,2.13
03339000,2016-07-17,483.00,4.50,1.16,0.17,1.48,78.24,2.12
03339000,2016-07-18,1820.00,3.29,1.17,0.52,1.50,1515.89,2.19
03339000,2016-07-19,1720.00,3.22,1.18,0.29,1.51,402.91,2.14
03339000,2016-07-20,1390.00,3.50,1.17,0.21,1.50,175.95,2.11
03339000,2016-07-21,960.00,4.07,1.17,0.18,1.47,110.13,2.07
03339000,2016-07-22,827.00,4.35,1.16,0.17,1.48,77.96,2.09
03339000,2016-07-23,746.00,4.47,1.15,0.15,1.49,65.20,2.07
03339000,2016-07-24,557.00,4.51,1.16,0.14,1.48,51.62,2.15
03339000,2016-07-25,540.00,4.32,1.16,0.13,1.48,51.44,2.13
03339000,2016-07-26,785.00,4.29,1.16,0.13,1.49,63.72,2.18
03339000,2016-07-27,713.00,3.89,1.16,0.15,1.50,61.32,2.20
03339000,2016-07-28,512.00,3.53,1.17,0.15,1.49,42.76,2.15
03339000,2016-07-29,420.00,3.49,1.18,0.15,1.49,43.04,2.11
03339000,2016-07-30,376.00,3.43,1.18,0.15,1.49,49.22,2.19
03339000,2016-07-31,334.00,3.01,1.21,0.18,1.50,57.89,2.09
03339000,2016-08-01,268.00,2.96,1.21,0.16,1.50,49.02,2.07
03339000,2016-08-02,240.00,2.87,1.21,0.16,1.51,54.23,2.17
03339000,2016-08-03,226.00,2.75,1.21,0.17,1.51,64.46,2.17
03339000,2016-08-04,213.00,2.60,1.21,0.14,1.51,43.47,2.16
03339000,2016-08-05,198.00,2.39,1.22,0.16,1.51,51.99,2.13
03339000,2016-08-06,188.00,2.32,1.22,0.14,1.50,37.68,2.15
03339000,2016-08-07,178.00,2.21,1.22,0.14,1.50,46.76,2.19
03339000,2016-08-08,161.00,2.11,1.22,0.15,1.52,51.38,2.22
03339000,2016-08-09,135.00,1.99,1.23,0.19,1.54,95.27,2.25
03339000,2016-08-10,129.00,1.93,1.23,0.18,1.54,108.18,2.41
03339000,2016-08-11,128.00,0.61,1.00,0.18,1.00,676.00,1.00
03339000,2016-08-12,124.00,1.83,1.22,0.14,1.59,67.15,2.42
03339000,2016-08-13,130.00,1.88,1.22,0.12,1.54,38.39,2.23
03339000,2016-08-14,152.00,2.04,1.20,0.12,1.51,29.73,2.20
03339000,2016-08-15,393.00,2.40,1.20,0.22,1.51,113.86,2.23
03339000,2016-08-16,838.00,2.19,1.21,0.37,1.48,273.57,2.10
03339000,2016-08-17,1360.00,2.42,1.20,0.38,1.48,287.40,2.10
03339000,2016-08-18,976.00,2.38,1.21,0.35,1.50,161.18,2.14
03339000,2016-08-19,1010.00,2.62,1.21,0.33,1.47,193.76,2.13
03339000,2016-08-20,1900.00,2.84,1.21,0.49,1.49,411.36,2.11
03339000,2016-08-21,1710.00,2.87,1.20,0.47,1.50,319.22,2.11
03339000,2016-08-22,1380.00,3.25,1.19,0.42,1.49,303.02,2.10
03339000,2016-08-23,838.00,3.26,1.20,0.33,1.48,171.57,2.06
03339000,2016-08-24,675.00,2.51,1.21,0.36,1.48,219.81,2.14
03339000,2016-08-25,775.00,2.34,1.21,0.27,1.50,205.46,2.13
03339000,2016-08-26,1580.00,3.09,1.19,0.37,1.47,439.22,2.09
03339000,2016-08-27,1450.00,4.05,1.17,0.35,1.48,228.26,2.07
03339000,2016-08-28,1250.00,4.32,1.16,0.29,1.48,177.51,2.09
03339000,2016-08-29,1210.00,4.48,1.17,0.33,1.49,225.08,2.10
03339000,2016-08-30,801.00,3.73,1.19,0.29,1.47,131.44,2.08
03339000,2016-08-31,639.00,3.15,1.20,0.25,1.47,99.45,2.05
03339000,2016-09-01,505.00,3.68,1.00,0.17,1.00,45.00,1.00
03339000,2016-09-02,371.00,3.23,1.20,0.22,1.48,71.10,2.07
03339000,2016-09-03,322.00,3.23,1.19,0.22,1.48,70.82,2.10
03339000,2016-09-04,323.00,3.14,1.20,0.22,1.50,73.05,2.13
03339000,2016-09-05,295.00,2.93,1.20,0.22,1.49,69.58,2.13
03339000,2016-09-06,234.00,2.77,1.20,0.20,1.49,59.96,2.15
03339000,2016-09-07,215.00,3.44,1.00,0.18,1.00,80.00,1.00
03339000,2016-09-08,259.00,2.68,1.21,0.19,1.50,53.48,2.18
03339000,2016-09-09,1350.00,3.17,1.19,0.37,1.47,405.63,2.14
03339000,2016-09-10,6730.00,3.02,1.19,0.57,1.50,628.45,2.19
03339000,2016-09-11,5780.00,3.39,1.18,0.37,1.51,222.53,2.16
03339000,2016-09-12,3250.00,3.61,1.18,0.34,1.51,191.75,2.24
03339000,2016-09-13,1840.00,3.55,1.19,0.31,1.55,169.02,2.30
03339000,2016-09-14,1360.00,3.66,1.18,0.26,1.50,106.38,2.21
03339000,2016-09-15,1080.00,4.34,1.00,0.17,1.00,38.00,1.00
03339000,2016-09-16,869.00,3.74,1.18,0.18,1.51,48.14,2.20
03339000,2016-09-17,855.00,3.59,1.19,0.18,1.49,47.91,2.15
